"","Date","Time","Latitude","Longitude","Species","Multispecies","Total.zebras","DazzleID"
"25.5","6/4/21",1215,0.466200303,36.84099728,"PZ",0,7,25
"25.6","6/4/21",1215,0.466200303,36.84099728,"PZ",0,7,25
"261","6/4/21",1221,0.468424706,36.84108245,"GZ",0,3,26
"26.1","6/4/21",1221,0.468424706,36.84108245,"GZ",0,3,26
"26.2","6/4/21",1221,0.468424706,36.84108245,"GZ",0,3,26
"271","6/4/21",1227,0.47868424,36.84296581,"GZ",0,2,27
"27.1","6/4/21",1227,0.47868424,36.84296581,"GZ",0,2,27
"281","6/4/21",1234,0.473806177,36.84896161,"PZ",0,1,28
"291","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.1","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.2","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.3","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.4","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.5","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.6","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.7","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.8","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.9","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.10","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.11","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.12","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.13","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.14","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.15","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.16","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"29.17","6/4/21",1244,0.466227576,36.8506015,"PZ",0,18,29
"301","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.1","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.2","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.3","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.4","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.5","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.6","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.7","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.8","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.9","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"30.10","6/4/21",1251,0.462679441,36.84788225,"GZPZ",2,11,30
"311","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.1","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.2","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.3","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.4","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.5","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.6","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.7","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.8","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.9","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.10","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.11","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.12","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"31.13","6/4/21",1315,0.462613257,36.84806615,"PZ",0,14,31
"321","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"32.1","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"32.2","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"32.3","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"32.4","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"32.5","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"32.6","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"32.7","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"32.8","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"32.9","6/7/21",1100,0.469817537,36.85597013,"PZ",0,10,32
"331","6/7/21",1133,0.463384325,36.84910361,"PZ",0,6,33
"33.1","6/7/21",1133,0.463384325,36.84910361,"PZ",0,6,33
"33.2","6/7/21",1133,0.463384325,36.84910361,"PZ",0,6,33
"33.3","6/7/21",1133,0.463384325,36.84910361,"PZ",0,6,33
"33.4","6/7/21",1133,0.463384325,36.84910361,"PZ",0,6,33
"33.5","6/7/21",1133,0.463384325,36.84910361,"PZ",0,6,33
"341","6/7/21",1156,0.462712747,36.84819748,"PZ",0,9,34
"34.1","6/7/21",1156,0.462712747,36.84819748,"PZ",0,9,34
"34.2","6/7/21",1156,0.462712747,36.84819748,"PZ",0,9,34
"34.3","6/7/21",1156,0.462712747,36.84819748,"PZ",0,9,34
"34.4","6/7/21",1156,0.462712747,36.84819748,"PZ",0,9,34
"34.5","6/7/21",1156,0.462712747,36.84819748,"PZ",0,9,34
"34.6","6/7/21",1156,0.462712747,36.84819748,"PZ",0,9,34
"34.7","6/7/21",1156,0.462712747,36.84819748,"PZ",0,9,34
"34.8","6/7/21",1156,0.462712747,36.84819748,"PZ",0,9,34
"351","6/7/21",1213,0.469371946,36.85240759,"GZ",0,8,35
"35.1","6/7/21",1213,0.469371946,36.85240759,"GZ",0,8,35
"35.2","6/7/21",1213,0.469371946,36.85240759,"GZ",0,8,35
"35.3","6/7/21",1213,0.469371946,36.85240759,"GZ",0,8,35
"35.4","6/7/21",1213,0.469371946,36.85240759,"GZ",0,8,35
"35.5","6/7/21",1213,0.469371946,36.85240759,"GZ",0,8,35
"35.6","6/7/21",1213,0.469371946,36.85240759,"GZ",0,8,35
"35.7","6/7/21",1213,0.469371946,36.85240759,"GZ",0,8,35
"361","6/7/21",1258,0.46055664,36.83395197,"PZ",0,2,36
"36.1","6/7/21",1258,0.46055664,36.83395197,"PZ",0,2,36
"371","6/7/21",1303,0.466059446,36.83595656,"GZ",0,3,37
"37.1","6/7/21",1303,0.466059446,36.83595656,"GZ",0,3,37
"37.2","6/7/21",1303,0.466059446,36.83595656,"GZ",0,3,37
"381","6/7/21",1314,0.470322378,36.83921785,"PZ",0,8,38
"38.1","6/7/21",1314,0.470322378,36.83921785,"PZ",0,8,38
"38.2","6/7/21",1314,0.470322378,36.83921785,"PZ",0,8,38
"38.3","6/7/21",1314,0.470322378,36.83921785,"PZ",0,8,38
"38.4","6/7/21",1314,0.470322378,36.83921785,"PZ",0,8,38
"38.5","6/7/21",1314,0.470322378,36.83921785,"PZ",0,8,38
"38.6","6/7/21",1314,0.470322378,36.83921785,"PZ",0,8,38
"38.7","6/7/21",1314,0.470322378,36.83921785,"PZ",0,8,38
"391","6/7/21",1326,0.482998215,36.82700266,"GZ",0,2,39
"39.1","6/7/21",1326,0.482998215,36.82700266,"GZ",0,2,39
"401","6/7/21",1404,0.460702646,36.83262721,"GZ",0,9,40
"40.1","6/7/21",1404,0.460702646,36.83262721,"GZ",0,9,40
"40.2","6/7/21",1404,0.460702646,36.83262721,"GZ",0,9,40
"40.3","6/7/21",1404,0.460702646,36.83262721,"GZ",0,9,40
"40.4","6/7/21",1404,0.460702646,36.83262721,"GZ",0,9,40
"40.5","6/7/21",1404,0.460702646,36.83262721,"GZ",0,9,40
"40.6","6/7/21",1404,0.460702646,36.83262721,"GZ",0,9,40
"40.7","6/7/21",1404,0.460702646,36.83262721,"GZ",0,9,40
"40.8","6/7/21",1404,0.460702646,36.83262721,"GZ",0,9,40
"411","6/7/21",1025,0.476369231,36.86187213,"GZ",0,5,41
"41.1","6/7/21",1025,0.476369231,36.86187213,"GZ",0,5,41
"41.2","6/7/21",1025,0.476369231,36.86187213,"GZ",0,5,41
"41.3","6/7/21",1025,0.476369231,36.86187213,"GZ",0,5,41
"41.4","6/7/21",1025,0.476369231,36.86187213,"GZ",0,5,41
"421","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.1","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.2","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.3","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.4","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.5","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.6","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.7","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.8","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.9","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.10","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.11","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.12","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.13","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.14","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.15","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.16","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.17","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.18","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.19","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.20","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.21","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.22","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.23","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.24","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.25","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.26","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.27","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.28","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.29","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.30","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.31","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.32","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.33","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.34","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.35","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"42.36","6/7/21",1110,0.499373496,36.85224601,"GZPZ",2,37,42
"431","6/7/21",1131,0.500721663,36.85005174,"PZ",0,8,43
"43.1","6/7/21",1131,0.500721663,36.85005174,"PZ",0,8,43
"43.2","6/7/21",1131,0.500721663,36.85005174,"PZ",0,8,43
"43.3","6/7/21",1131,0.500721663,36.85005174,"PZ",0,8,43
"43.4","6/7/21",1131,0.500721663,36.85005174,"PZ",0,8,43
"43.5","6/7/21",1131,0.500721663,36.85005174,"PZ",0,8,43
"43.6","6/7/21",1131,0.500721663,36.85005174,"PZ",0,8,43
"43.7","6/7/21",1131,0.500721663,36.85005174,"PZ",0,8,43
"441","6/7/21",1226,0.492809851,36.84799289,"PZ",0,6,44
"44.1","6/7/21",1226,0.492809851,36.84799289,"PZ",0,6,44
"44.2","6/7/21",1226,0.492809851,36.84799289,"PZ",0,6,44
"44.3","6/7/21",1226,0.492809851,36.84799289,"PZ",0,6,44
"44.4","6/7/21",1226,0.492809851,36.84799289,"PZ",0,6,44
"44.5","6/7/21",1226,0.492809851,36.84799289,"PZ",0,6,44
"451","6/7/21",1249,0.488408154,36.85745372,"PZ",0,6,45
"45.1","6/7/21",1249,0.488408154,36.85745372,"PZ",0,6,45
"45.2","6/7/21",1249,0.488408154,36.85745372,"PZ",0,6,45
"45.3","6/7/21",1249,0.488408154,36.85745372,"PZ",0,6,45
"45.4","6/7/21",1249,0.488408154,36.85745372,"PZ",0,6,45
"45.5","6/7/21",1249,0.488408154,36.85745372,"PZ",0,6,45
"461","6/7/21",1229,0.486544831,36.84900169,"GZ",0,1,46
"471","6/7/21",1158,0.487940379,34.74379547,"PZ",0,5,47
"47.1","6/7/21",1158,0.487940379,34.74379547,"PZ",0,5,47
"47.2","6/7/21",1158,0.487940379,34.74379547,"PZ",0,5,47
"47.3","6/7/21",1158,0.487940379,34.74379547,"PZ",0,5,47
"47.4","6/7/21",1158,0.487940379,34.74379547,"PZ",0,5,47
"481","6/7/21",1209,0.480635235,36.84473683,"GZ",0,1,48
"491","6/7/21",1216,0.481029653,36.84618201,"PZ",0,7,49
"49.1","6/7/21",1216,0.481029653,36.84618201,"PZ",0,7,49
"49.2","6/7/21",1216,0.481029653,36.84618201,"PZ",0,7,49
"49.3","6/7/21",1216,0.481029653,36.84618201,"PZ",0,7,49
"49.4","6/7/21",1216,0.481029653,36.84618201,"PZ",0,7,49
"49.5","6/7/21",1216,0.481029653,36.84618201,"PZ",0,7,49
"49.6","6/7/21",1216,0.481029653,36.84618201,"PZ",0,7,49
"501","6/7/21",1318,0.481563793,36.84589527,"GZ",0,8,50
"50.1","6/7/21",1318,0.481563793,36.84589527,"GZ",0,8,50
"50.2","6/7/21",1318,0.481563793,36.84589527,"GZ",0,8,50
"50.3","6/7/21",1318,0.481563793,36.84589527,"GZ",0,8,50
"50.4","6/7/21",1318,0.481563793,36.84589527,"GZ",0,8,50
"50.5","6/7/21",1318,0.481563793,36.84589527,"GZ",0,8,50
"50.6","6/7/21",1318,0.481563793,36.84589527,"GZ",0,8,50
"50.7","6/7/21",1318,0.481563793,36.84589527,"GZ",0,8,50
"511","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.1","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.2","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.3","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.4","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.5","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.6","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.7","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.8","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.9","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.10","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.11","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.12","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.13","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.14","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.15","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"51.16","6/8/21",951,0.447381873,36.84068739,"GZPZ",2,17,51
"521","6/8/21",1025,0.460881632,36.83240176,"PZ",0,9,52
"52.1","6/8/21",1025,0.460881632,36.83240176,"PZ",0,9,52
"52.2","6/8/21",1025,0.460881632,36.83240176,"PZ",0,9,52
"52.3","6/8/21",1025,0.460881632,36.83240176,"PZ",0,9,52
"52.4","6/8/21",1025,0.460881632,36.83240176,"PZ",0,9,52
"52.5","6/8/21",1025,0.460881632,36.83240176,"PZ",0,9,52
"52.6","6/8/21",1025,0.460881632,36.83240176,"PZ",0,9,52
"52.7","6/8/21",1025,0.460881632,36.83240176,"PZ",0,9,52
"52.8","6/8/21",1025,0.460881632,36.83240176,"PZ",0,9,52
"531","6/8/21",1051,0.478885207,36.84279846,"GZ",0,4,53
"53.1","6/8/21",1051,0.478885207,36.84279846,"GZ",0,4,53
"53.2","6/8/21",1051,0.478885207,36.84279846,"GZ",0,4,53
"53.3","6/8/21",1051,0.478885207,36.84279846,"GZ",0,4,53
"541","6/8/21",1106,0.451053681,36.84328489,"PZ",0,6,54
"54.1","6/8/21",1106,0.451053681,36.84328489,"PZ",0,6,54
"54.2","6/8/21",1106,0.451053681,36.84328489,"PZ",0,6,54
"54.3","6/8/21",1106,0.451053681,36.84328489,"PZ",0,6,54
"54.4","6/8/21",1106,0.451053681,36.84328489,"PZ",0,6,54
"54.5","6/8/21",1106,0.451053681,36.84328489,"PZ",0,6,54
"551","6/8/21",1126,0.46289419,36.85023041,"PZ",0,7,55
"55.1","6/8/21",1126,0.46289419,36.85023041,"PZ",0,7,55
"55.2","6/8/21",1126,0.46289419,36.85023041,"PZ",0,7,55
"55.3","6/8/21",1126,0.46289419,36.85023041,"PZ",0,7,55
"55.4","6/8/21",1126,0.46289419,36.85023041,"PZ",0,7,55
"55.5","6/8/21",1126,0.46289419,36.85023041,"PZ",0,7,55
"55.6","6/8/21",1126,0.46289419,36.85023041,"PZ",0,7,55
"561","6/8/21",1136,0.469643126,36.85229486,"PZ",0,6,56
"56.1","6/8/21",1136,0.469643126,36.85229486,"PZ",0,6,56
"56.2","6/8/21",1136,0.469643126,36.85229486,"PZ",0,6,56
"56.3","6/8/21",1136,0.469643126,36.85229486,"PZ",0,6,56
"56.4","6/8/21",1136,0.469643126,36.85229486,"PZ",0,6,56
"56.5","6/8/21",1136,0.469643126,36.85229486,"PZ",0,6,56
"571","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.1","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.2","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.3","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.4","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.5","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.6","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.7","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.8","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.9","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.10","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.11","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.12","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"57.13","6/8/21",1142,0.46977749,36.8540047,"PZ",0,14,57
"581","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.1","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.2","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.3","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.4","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.5","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.6","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.7","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.8","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.9","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.10","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.11","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.12","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.13","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.14","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"58.15","6/9/21",952,0.469912579,36.85792599,"GZPZ",2,16,58
"591","6/9/21",1009,0.478847062,36.86111532,"GZ",0,1,59
"601","6/9/21",1019,0.496834321,36.85184016,"GZ",0,3,60
"60.1","6/9/21",1019,0.496834321,36.85184016,"GZ",0,3,60
"60.2","6/9/21",1019,0.496834321,36.85184016,"GZ",0,3,60
"611","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.1","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.2","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.3","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.4","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.5","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.6","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.7","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.8","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.9","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.10","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.11","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.12","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.13","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.14","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"61.15","6/9/21",1040,0.497810044,36.84302495,"GZ",0,16,61
"621","6/9/21",1101,0.498814734,36.85239056,"GZ",0,1,62
"1101","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.1","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.2","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.3","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.4","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.5","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.6","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.7","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.8","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.9","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.10","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"110.11","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.12","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.1","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.2","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.3","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.4","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.5","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.6","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.7","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.8","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.9","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.10","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.1.11","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.21","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.1","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.2","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.3","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.4","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.5","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.6","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.7","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.8","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.9","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.10","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.2.11","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.31","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.1","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.2","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.3","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.4","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.5","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.6","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.7","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.8","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.9","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.10","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.3.11","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.41","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.1","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.2","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.3","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.4","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.5","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.6","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.7","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.8","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.9","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.10","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.4.11","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.51","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.1","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.2","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.3","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.4","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.5","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.6","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.7","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.8","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.9","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.10","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.5.11","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.61","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.6.1","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.6.2","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.6.3","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.6.4","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.6.5","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.6.6","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
"1.6.7","6/3/21",1020,0.468911959,36.85907079,"PZ",0,12,1
